customerID,Region,Monthly tax,TotalCharges
2550-AEVRU,APJC,915.9,3053
0969-RGKCU,USA,203.115,677.05
0378-CJKPV,GC,2389.785,7965.95
4706-AXVKM,EMEA,272.055,906.85
5889-JTMUL,APJC,1466.61,4888.7
9026-RNUJS,USA,71.175,237.25
3746-EUBYR,GC,22.38,74.6
2332-EFBJY,EMEA,102.72,342.4
2880-FPNAE,APJC,42.03,140.1
1703-MGIAB,USA,332.4,1108
4311-QTTAI,GC,88.665,295.55
9474-PHLYD,EMEA,267.795,892.65
4318-RAJVY,APJC,59.475,198.25
2165-VOEGB,USA,1446.855,4822.85
3612-YUNGG,GC,2022.345,6741.15
2254-DLXRI,EMEA,23.745,79.15
5062-CJJKH,APJC,406.635,1355.45
9028-LIHRP,USA,2162.7,7209
2219-MVUSO,GC,131.52,438.4
1053-MXTTK,EMEA,2317.905,7726.35
1530-ZTDOZ,APJC,621.225,2070.75
1301-LOPVR,USA,491.085,1636.95
0853-TWRVK,GC,2274.45,7581.5
8914-RBTSB,EMEA,905.85,3019.5
6212-ATMLK,APJC,1418.925,4729.75
8200-LGKSR,USA,1837.83,6126.1
1568-BEKZM,GC,1900.02,6333.4
0670-ANMUU,EMEA,2006.355,6687.85
6897-RWMUB,APJC,1247.475,4158.25
0963-ZBDRN,USA,955.02,3183.4
7594-RQHXR,GC,23.88,79.6
6999-CHVCF,EMEA,2144.805,7149.35
6134-KWTBV,APJC,428.895,1429.65
1077-HUUJM,USA,141.795,472.65
6331-EWIEB,GC,520.35,1734.5
0895-LNKRC,EMEA,34.05,113.5
2045-BMBTJ,APJC,565.395,1884.65
8417-GSODA,USA,770.445,2568.15
5171-EPLKN,GC,141,470
4452-QIIEB,EMEA,83.52,278.4
5998-VVEJY,APJC,626.64,2088.8
1624-NALOJ,USA,150.78,502.6
6741-EGCBI,GC,778.755,2595.85
7820-ZYGNY,EMEA,1747.65,5825.5
4317-VTEOA,APJC,15.225,50.75
9677-AVKED,USA,1334.925,4449.75
1670-SVOWZ,GC,362.505,1208.35
2227-JRSJX,EMEA,586.92,1956.4
9847-HNVGP,APJC,93.18,310.6
6696-YDAYZ,USA,87.165,290.55
8980-WQFWL,GC,628.83,2096.1
1730-ZMAME,EMEA,799.5,2665
6506-EYCNH,APJC,163.14,543.8
4634-JLRJT,USA,6.105,20.35
9501-UKKNL,GC,901.74,3005.8
2560-QTSBS,EMEA,486.945,1623.15
7541-YLXCL,APJC,749.52,2498.4
4795-WRNVT,USA,775.8,2586
6080-TCMYC,GC,987.69,3292.3
0260-ZDLGK,EMEA,195.42,651.4
7860-UXCRM,APJC,1402.365,4674.55
6357-JJPQT,USA,69.705,232.35
2292-XQWSV,GC,734.55,2448.5
9552-TGUZV,EMEA,197.43,658.1
5913-INRQV,APJC,938.64,3128.8
8722-NGNBH,USA,67.035,223.45
6210-KBBPI,GC,275.82,919.4
9643-YBLUR,EMEA,196.185,653.95
8734-FNWVH,APJC,547.65,1825.5
9447-YPTBX,USA,282.93,943.1
0133-BMFZO,GC,54.495,181.65
6128-CZOMY,EMEA,13.695,45.65
9540-JYROE,APJC,165.405,551.35
9026-LHEVG,USA,107.82,359.4
2260-USTRB,GC,34.785,115.95
3656-TKRVZ,EMEA,49.56,165.2
7011-CVEUC,APJC,701.505,2338.35
6185-TASNN,USA,13.89,46.3
7925-PNRGI,GC,1062.33,3541.1
8623-TMRBY,EMEA,1243.815,4146.05
1552-CZCLL,APJC,326.175,1087.25
3038-PQIUY,USA,756.72,2522.4
1501-SGHBW,GC,24.3,81
9313-CDOGY,EMEA,215.19,717.3
8148-BPLZQ,APJC,520.26,1734.2
2623-DRYAM,USA,2120.79,7069.3
9987-LUTYD,GC,222.87,742.9
3208-YPIOE,EMEA,905.295,3017.65
4488-KQFDT,APJC,1926.9,6423
2612-RANWT,USA,349.29,1164.3
5693-PIPCS,GC,1266.105,4220.35
0491-KAPQG,EMEA,467.61,1558.7
1925-LFCZZ,APJC,823.035,2743.45
8039-EQPIM,USA,1216.65,4055.5
6900-PXRMS,GC,813.075,2710.25
8707-RMEZH,EMEA,1816.665,6055.55
3346-BRMIS,APJC,243.21,810.7
3209-ZPKFI,USA,761.46,2538.2
6479-VDGRK,GC,1838.76,6129.2
9373-WSLOY,EMEA,525.255,1750.85
2933-FILNV,APJC,10.965,36.55
3569-JFODW,USA,1995.735,6652.45
9819-FBNSV,GC,772.635,2575.45
9544-PYPSJ,EMEA,1805.805,6019.35
1591-XWLGB,APJC,413.88,1379.6
0396-UKGAI,USA,385.26,1284.2
3243-ZHOHY,GC,88.845,296.15
5186-EJEGL,EMEA,195.975,653.25
7527-QNRUS,APJC,123.78,412.6
9986-BONCE,USA,25.65,85.5
2722-JMONI,GC,14.865,49.55
2203-GHNWN,EMEA,578.61,1928.7
3878-AVSOQ,APJC,21.375,71.25
3258-SYSWS,USA,2353.74,7845.8
5296-PSYVW,GC,525.21,1750.7
6319-QSUSR,EMEA,64.86,216.2
4083-EUGRJ,APJC,53.55,178.5
7579-OOPEC,USA,34.53,115.1
0512-FLFDW,GC,1808.7,6029
1771-OADNZ,EMEA,823.56,2745.2
0487-CRLZF,APJC,1116.57,3721.9
2107-FBPTK,USA,936.33,3121.1
9451-WLYRI,GC,297.135,990.45
8219-VYBVI,EMEA,301.305,1004.35
1991-VOPLL,APJC,47.295,157.65
9738-QLWTP,USA,965.925,3219.75
1016-DJTSV,GC,171.855,572.85
9419-IPPBE,EMEA,1366.455,4554.85
0174-QRVVY,APJC,554.265,1847.55
5699-BNCAS,USA,530.025,1766.75
2900-PHPLN,GC,438.615,1462.05
0612-RTZZA,EMEA,7.575,25.25
8106-GWQOK,APJC,657.96,2193.2
8751-EDEKA,USA,730.05,2433.5
6878-GGDWG,GC,192.345,641.15
4039-PIMHX,EMEA,719.52,2398.4
8450-LUGUK,APJC,258.555,861.85
3604-WLABM,USA,174.9,583
0795-GMVQO,GC,2199.72,7332.4
2259-OUUSZ,EMEA,74.865,249.55
1142-IHLOO,APJC,1342.77,4475.9
6410-LEFEN,USA,124.935,416.45
4633-MKHYU,GC,236.58,788.6
6257-RJOHI,EMEA,60.69,202.3
1545-JFUML,APJC,2098.38,6994.6
3194-ORPIK,USA,1234.845,4116.15
7826-VVKWT,GC,679.035,2263.45
1353-GHZOS,EMEA,412.305,1374.35
2587-EKXTS,APJC,1474.545,4915.15
5442-BXVND,USA,251.55,838.5
8816-VXNZD,GC,22.53,75.1
9378-FXTIZ,EMEA,1114.695,3715.65
1723-HKXJQ,APJC,1282.035,4273.45
7825-GKXMW,USA,13.74,45.8
9753-OYLBX,GC,6.15,20.5
2364-UFROM,EMEA,613.425,2044.75
6656-JWRQX,APJC,9.165,30.55
6473-ULUHT,USA,419.475,1398.25
1240-KNSEZ,GC,6.03,20.1
0836-SEYLU,EMEA,98.685,328.95
4433-JCGCG,APJC,1404.015,4680.05
3716-BDVDB,USA,20.73,69.1
7688-AWMDX,GC,1133.46,3778.2
2842-BCQGE,EMEA,948.42,3161.4
7244-QWYHG,APJC,656.535,2188.45
5899-MQZZL,USA,299.835,999.45
6849-OYAMU,GC,566.595,1888.65
5312-UXESG,EMEA,1197.18,3990.6
9488-HGMJH,APJC,21.345,71.15
6038-GCYEC,USA,372.075,1240.25
2150-WLKUW,GC,790.5,2635
7159-FVYPK,EMEA,70.5,235
7032-LMBHI,APJC,704.355,2347.85
1150-WFARN,USA,2146.86,7156.2
6088-BXMRG,GC,926.88,3089.6
3144-AUDBS,EMEA,81.24,270.8
4821-SJHJV,APJC,870.54,2901.8
7346-MEDWM,USA,1484.73,4949.1
1137-DGOWI,GC,659.67,2198.9
5616-PRTNT,EMEA,112.35,374.5
3812-LRZIR,APJC,228.585,761.95
4818-QIUFN,USA,456.27,1520.9
9483-GCPWE,GC,57.075,190.25
4227-OJHAL,EMEA,1548.9,5163
9220-CXRSC,APJC,1217.955,4059.85
4993-JCRGJ,USA,684.48,2281.6
9537-JALFH,GC,407.01,1356.7
6698-OXETB,EMEA,69.435,231.45
2103-ZRXFN,APJC,15.225,50.75
3724-BSCVH,USA,72.72,242.4
4877-TSOFF,GC,1279.275,4264.25
9209-NWPGU,EMEA,832.365,2774.55
6961-VCPMC,APJC,1081.56,3605.2
7306-YDSOI,USA,1220.97,4069.9
5288-AHOUP,GC,262.26,874.2
6688-UZPWD,EMEA,343.605,1145.35
0655-YDGFJ,APJC,397.11,1323.7
8468-EHYJA,USA,1649.115,5497.05
6823-SIDFQ,GC,160.41,534.7
1097-FSPVW,EMEA,736.515,2455.05
2839-RFSQE,APJC,11.61,38.7
8328-SKJNO,USA,284.22,947.4
7010-ZMVBF,GC,107.1,357
5201-CBWYG,EMEA,442.875,1476.25
0968-GSIKN,APJC,21.24,70.8
1965-DDBWU,USA,434.58,1448.6
9057-SIHCH,GC,87.57,291.9
6352-GIGGQ,EMEA,1770.945,5903.15
3635-QQRQD,APJC,360.495,1201.65
6771-XWBDM,USA,1776.405,5921.35
2897-DOVND,GC,43.995,146.65
3082-YVEKW,EMEA,527.82,1759.4
0191-EQUUH,APJC,253.335,844.45
7134-HBPBS,USA,2332.215,7774.05
3489-HHPFY,GC,40.215,134.05
2926-JEJJC,EMEA,42.285,140.95
8601-QACRS,APJC,74.985,249.95
4950-BDEUX,USA,510.495,1701.65
5789-LDFXO,GC,177.795,592.65
0508-OOLTO,EMEA,40.725,135.75
2984-TBYKU,APJC,2319.795,7732.65
9822-WMWVG,USA,1284.72,4282.4
2391-SOORI,GC,65.895,219.65
9040-KZVWO,EMEA,605.43,2018.1
2645-QTLMB,APJC,200.7,669
4806-HIPDW,USA,20.685,68.95
1548-ARAGG,GC,67.455,224.85
6339-RZCBJ,EMEA,1131.45,3771.5
4424-TKOPW,APJC,59.025,196.75
4415-WNGVR,USA,283.155,943.85
2522-AHJXR,GC,1971.855,6572.85
0412-UCCNP,EMEA,952.755,3175.85
1816-FLZDK,APJC,8.745,29.15
7096-UCLNH,USA,6.015,20.05
8443-ZRDBZ,GC,95.67,318.9
9136-ALYBR,EMEA,7.335,24.45
4615-PIVVU,APJC,828.825,2762.75
8885-QSQBX,USA,14.865,49.55
7479-NITWS,GC,189.555,631.85
8617-ENBDS,EMEA,69.75,232.5
9385-NXKDA,APJC,1775.805,5919.35
0430-IHCDJ,USA,224.775,749.25
2959-MJHIC,GC,92.22,307.4
6674-KVJHG,EMEA,73.545,245.15
1814-DKOLC,APJC,40.425,134.75
4201-JMNGR,USA,16.74,55.8
9351-HXDMR,GC,2472.255,8240.85
3537-HPKQT,EMEA,1279.92,4266.4
2129-ALKBS,APJC,323.25,1077.5
5821-MMEIL,USA,334.68,1115.6
5960-WPXQM,GC,23.715,79.05
0684-AOSIH,EMEA,28.5,95
8260-NGFNY,APJC,7.56,25.2
1309-XGFSN,USA,1223.865,4079.55
1866-RZZQS,GC,1256.325,4187.75
6968-URWQU,EMEA,717.345,2391.15
4742-TXUEX,APJC,267.15,890.5
9631-XEYKE,USA,41.175,137.25
8631-NBHFZ,GC,1546.38,5154.6
1335-MXCSE,EMEA,935.97,3119.9
8873-TMKGR,APJC,158.85,529.5
8800-JOOCF,USA,289.965,966.55
1469-LBJQJ,GC,2081.055,6936.85
4958-XCBDQ,EMEA,1048.89,3496.3
8337-UPOAQ,APJC,274.29,914.3
0064-YIJGF,USA,578.7,1929
2386-OWURY,GC,1745.31,5817.7
1725-IQNIY,EMEA,1833.06,6110.2
0310-VQXAM,APJC,53.64,178.8
6598-RFFVI,USA,8.49,28.3
3453-RTHJQ,GC,130.5,435
6712-OAWRH,EMEA,705.54,2351.8
6278-FEPBZ,APJC,55.845,186.15
4280-DLSHD,USA,133.755,445.85
1508-DFXCU,GC,273.6,912
8614-VGMMV,EMEA,203.865,679.55
7868-BGSZA,APJC,1074.48,3581.6
2800-QQUSO,USA,1266.885,4222.95
2930-UOTMB,GC,598.29,1994.3
7973-DZRKH,EMEA,1779.015,5930.05
5914-DVBWJ,APJC,451.755,1505.85
7698-YFGEZ,USA,6,20
2533-QVMSK,GC,1691.49,5638.3
9773-PEQBZ,EMEA,239.175,797.25
8644-XLFBW,APJC,21.495,71.65
0650-BWOZN,USA,407.835,1359.45
8625-AZYZY,GC,762.735,2542.45
7785-RDVIG,EMEA,16.41,54.7
9602-WCXPI,APJC,296.715,989.05
2903-YYTBW,USA,13.365,44.55
3620-MWJNE,GC,26.19,87.3
8573-JGCZW,EMEA,105.465,351.55
6837-HAEVO,APJC,2189.325,7297.75
6701-YVNQG,USA,1890.51,6301.7
9306-CPCBC,GC,63.09,210.3
4304-XUMGI,EMEA,1146.735,3822.45
9504-YAZWB,APJC,314.535,1048.45
8819-ZBYNA,USA,1918.095,6393.65
6174-NRBTZ,GC,446.79,1489.3
9481-IEBZY,EMEA,2418.45,8061.5
1833-VGRUM,APJC,22.26,74.2
6137-NICCO,USA,155.625,518.75
9065-ZCPQX,GC,1728.945,5763.15
6402-EJMWF,EMEA,71.55,238.5
3620-EHIMZ,APJC,309.51,1031.7
3213-VVOLG,USA,5545,5545
6870-ECSHE,GC,10.44,34.8
8747-UDCOI,EMEA,395.985,1319.95
8374-XGEJJ,APJC,1316.52,4388.4
2656-TABEH,USA,126.06,420.2
6946-LMSQS,GC,653.235,2177.45
4626-OZDTJ,EMEA,1185.255,3950.85
9169-BSVIN,APJC,248.115,827.05
2325-ZUSFD,USA,1173.99,3913.3
8194-PEEBY,GC,160.05,533.5
6872-HXFNF,EMEA,1126.935,3756.45
3932-CMDTD,APJC,133.17,443.9
7714-YXSMB,USA,779.985,2599.95
8387-UGUSU,GC,85.29,284.3
1080-BWSYE,EMEA,522.24,1740.8
4039-HEUNW,APJC,1030.83,3436.1
1194-HVAIF,USA,738.765,2462.55
0812-WUPTB,GC,21.255,70.85
3594-UVONA,EMEA,933.03,3110.1
0004-TLHLJ,APJC,84.255,280.85
1767-TGTKO,USA,123.525,411.75
8439-LTUGF,GC,59.58,198.6
8805-JNRAZ,EMEA,31.11,103.7
5089-IFSDP,APJC,1843.365,6144.55
6418-HNFED,USA,1226.835,4089.45
0206-OYVOC,GC,259.26,864.2
7291-CDTMJ,EMEA,5.895,19.65
7128-GGCNO,APJC,974.82,3249.4
0237-YFUTL,USA,1621.74,5405.8
7691-KGKGP,GC,1009.14,3363.8
6710-HSJRD,EMEA,2139.645,7132.15
3675-EQOZA,APJC,28.065,93.55
0840-DCNZE,USA,1241.67,4138.9
1732-FEKLD,GC,1536.525,5121.75
9862-KJTYK,EMEA,169.83,566.1
0479-HMSWA,APJC,814.59,2715.3
5854-KSRBJ,USA,534.615,1782.05
0365-BZUWY,GC,522.75,1742.5
4817-VYYWS,EMEA,895.14,2983.8
5701-SVCWR,APJC,7.2,24
3129-AAQOU,USA,145.77,485.9
4922-CVPDX,GC,571.71,1905.7
1396-QWFBJ,EMEA,469.71,1565.7
1357-BIJKI,APJC,1457.61,4858.7
1099-BTKWT,USA,1117.095,3723.65
5299-SJCZT,GC,89.505,298.35
2018-PZKMU,EMEA,291.135,970.45
7340-KEFQE,APJC,534.6,1782
4570-QHXHL,USA,121.71,405.7
2403-BCASL,GC,1360.47,4534.9
7392-YYPYJ,EMEA,724.785,2415.95
2898-LSJGD,APJC,347.115,1157.05
2223-GDSHL,USA,2489.25,8297.5
7359-PTSXY,GC,13.725,45.75
9470-RTWDV,EMEA,624.93,2083.1
2176-OSJUV,APJC,1404.525,4681.75
9348-YVOMK,USA,52.86,176.2
8104-OSKWT,GC,300.36,1001.2
4521-YEEHE,EMEA,478.425,1594.75
4090-KPJIP,APJC,63.72,212.4
3786-WOVKF,USA,2303.22,7677.4
4503-BDXBD,GC,244.65,815.5
6086-ESGRL,EMEA,24.045,80.15
2592-HODOV,APJC,77.895,259.65
3886-CERTZ,USA,2432.94,8109.8
7995-ZHHNZ,GC,716.055,2386.85
3824-RHKVR,EMEA,102.105,340.35
5816-SCGFC,APJC,125.805,419.35
5989-AXPUC,USA,2397.015,7990.05
4979-HPRFL,GC,420.675,1402.25
8590-OHDIW,EMEA,224.805,749.35
8015-IHCGW,APJC,2527.545,8425.15
2332-TODQS,USA,351.45,1171.5
9278-VZKCD,GC,1694.385,5647.95
8008-OTEZX,EMEA,212.64,708.8
2773-OVBPK,APJC,2270.16,7567.2
5999-LCXAO,USA,8.97,29.9
5206-XZZQI,GC,1304.43,4348.1
4803-LBYPN,EMEA,190.77,635.9
5759-RCVCB,APJC,32.685,108.95
6372-RFVNS,USA,23.64,78.8
2139-FQHLM,GC,504.72,1682.4
8261-GWDBQ,EMEA,2077.77,6925.9
1093-YSWCA,APJC,66.945,223.15
8938-UMKPI,USA,1538.385,5127.95
0991-BRRFB,GC,262.44,874.8
3882-IYOIJ,EMEA,2027.535,6758.45
8749-TZYEC,APJC,562.29,1874.3
1755-FZQEC,USA,237.345,791.15
3115-JPJDD,GC,1391.835,4639.45
5600-KTXFM,EMEA,43.17,143.9
3871-IKPYH,APJC,20.73,69.1
6319-IEJWJ,USA,532.965,1776.55
9025-AOMKI,GC,160.92,536.4
6339-TBELP,EMEA,1851.6,6172
7964-YESJC,APJC,467.835,1559.45
6173-GOLSU,USA,1823.7,6079
5275-SQEIZ,GC,24.255,80.85
7716-YTYHG,EMEA,1208.985,4029.95
9938-ZREHM,APJC,797.52,2658.4
7950-XWOVN,USA,115.065,383.55
4390-KYULV,GC,15.345,51.15
4647-MUZON,EMEA,523.65,1745.5
9702-AIUJO,APJC,669.255,2230.85
8849-PRIQJ,USA,2184.48,7281.6
8851-RAGOV,GC,551.31,1837.7
1304-NECVQ,EMEA,44.865,149.55
5396-IZEPB,APJC,54.21,180.7
1729-VLAZJ,USA,123.435,411.45
8285-ABVLB,GC,398.505,1328.35
0701-TJSEF,EMEA,173.085,576.95
5712-VBOXD,APJC,20.535,68.45
6629-LADHQ,USA,36.915,123.05
8945-GRKHX,GC,23.595,78.65
1559-DTODC,EMEA,140.505,468.35
4797-MIWUM,APJC,52.41,174.7
6959-UWKHF,USA,12.87,42.9
8720-RQSBJ,GC,13.2,44
4537-CIBHB,EMEA,51.705,172.35
3815-SLMEF,APJC,41.805,139.35
5154-VEKBL,USA,161.955,539.85
4324-AHJKS,GC,90.12,300.4
4355-CVPVS,EMEA,1490.4,4968
4495-LHSSK,APJC,297.81,992.7
5655-JSMZM,USA,1415.475,4718.25
5915-ANOEI,GC,1660.95,5536.5
9861-PDSZP,EMEA,2341.98,7806.6
4505-EXZHB,APJC,130.23,434.1
7225-CBZPL,USA,469.17,1563.9
6704-UTUKK,GC,399.72,1332.4
4587-VVTOX,EMEA,163.56,545.2
2019-HDCZY,APJC,1889.025,6296.75
4652-NNHNY,USA,385.26,1284.2
8788-DOXSU,GC,1093.65,3645.5
7404-JLKQG,EMEA,48.435,161.45
7421-ZLUPA,APJC,68.085,226.95
8972-HJWNV,USA,194.055,646.85
3274-NSDWE,GC,432.495,1441.65
2632-IVXVF,EMEA,2253.39,7511.3
3692-JHONH,APJC,1686.555,5621.85
8915-NNTRC,USA,2375.94,7919.8
5914-GXMDA,GC,177.96,593.2
7463-IFMQU,EMEA,427.095,1423.65
2920-RNCEZ,APJC,20.985,69.95
2541-YGPKE,USA,829.005,2763.35
8515-OCTJS,GC,207.63,692.1
5382-TEMLV,EMEA,689.565,2298.55
3441-CGZJH,APJC,792.165,2640.55
9592-ERDKV,USA,873.54,2911.8
2860-RANUS,GC,518.25,1727.5
5261-QSHQM,EMEA,25.98,86.6
4778-IZARL,APJC,2011.71,6705.7
0432-CAJZV,USA,71.295,237.65
7008-LZVOZ,GC,501.705,1672.35
8868-WOZGU,EMEA,893.85,2979.5
1200-TUZHR,APJC,208.725,695.75
9365-CSLBQ,USA,496.38,1654.6
1334-FJSVR,GC,7.275,24.25
5884-FBCTL,EMEA,557.355,1857.85
7130-CTCUS,APJC,247.53,825.1
6242-FEGFD,USA,1927.275,6424.25
7625-XCQRH,GC,251.385,837.95
6194-HBGQN,EMEA,1237.86,4126.2
7634-WSWDB,APJC,99.24,330.8
6986-IXNDM,USA,401.235,1337.45
1731-TVIUK,GC,108.66,362.2
2987-BJXIK,EMEA,1797.315,5991.05
9769-TSBZE,APJC,1467.45,4891.5
0406-BPDVR,USA,1611.93,5373.1
0618-XWMSS,GC,620.565,2068.55
1395-WSWXR,EMEA,146.115,487.05
6023-GSSXW,APJC,1239.36,4131.2
6752-APNJL,USA,690.345,2301.15
5276-KQWHG,GC,39.495,131.65
0420-HLGXF,EMEA,1210.8,4036
7446-KQISO,APJC,1470.195,4900.65
9823-EALYC,USA,1718.235,5727.45
0582-AVCLN,GC,222.915,743.05
5803-NQJZO,EMEA,1441.395,4804.65
2565-JSLRY,APJC,7.215,24.05
2607-DHDAK,USA,424.395,1414.65
1073-XXCZD,GC,433.095,1443.65
0743-HRVFF,EMEA,869.685,2898.95
4006-HKYHO,APJC,1592.85,5309.5
3727-JEZTU,USA,6.12,20.4
8143-ETQTI,GC,135.465,451.55
6689-KXGBO,EMEA,15.165,50.55
9667-TKTVZ,APJC,35.115,117.05
3657-COGMW,USA,1751.79,5839.3
8570-KLJYJ,GC,568.05,1893.5
7754-IXRMC,EMEA,13.605,45.35
9473-CBZOP,APJC,496.335,1654.45
2969-WGHQO,USA,143.115,477.05
6615-NGGZJ,GC,424.665,1415.55
4334-HOWRP,EMEA,1363.8,4546
4255-DDUOU,APJC,6.15,20.5
5863-OOKCL,USA,48.96,163.2
1686-STUHN,GC,254.97,849.9
1329-VHWNP,EMEA,56.985,189.95
2984-MIIZL,APJC,96.57,321.9
0266-GMEAO,USA,2417.565,8058.55
5590-YRFJT,GC,144.84,482.8
5574-NXZIU,EMEA,2114.925,7049.75
0019-GFNTW,APJC,768.03,2560.1
4256-ZWTZI,USA,86.04,286.8
8309-PPCED,GC,2394.75,7982.5
4098-NAUKP,EMEA,1705.08,5683.6
5196-WPYOW,APJC,1198.215,3994.05
4608-LCIMN,USA,110.745,369.15
1485-YDHMM,GC,1389.51,4631.7
4054-CUMIA,EMEA,120.585,401.95
0603-TPMIB,APJC,460.215,1534.05
2525-GVKQU,USA,327.9,1093
8161-QYMTT,GC,210.39,701.3
9581-GVBXT,EMEA,594.09,1980.3
5862-BRIXZ,APJC,868.02,2893.4
5404-GGUKR,USA,78.69,262.3
3308-JSGML,GC,1166.055,3886.85
2126-GSEGL,EMEA,1775.265,5917.55
3677-TNKIO,APJC,274.2,914
0440-QEXBZ,USA,641.73,2139.1
2434-EEVDB,GC,1784.61,5948.7
6762-QVYJO,EMEA,1087.305,3624.35
6199-IWKGC,APJC,1426.155,4753.85
2675-DHUTR,USA,1734.21,5780.7
8152-VETUR,GC,2060.91,6869.7
9667-EQRXU,EMEA,351.885,1172.95
7446-YPODE,APJC,198.885,662.95
9522-BNTHX,USA,529.785,1765.95
4676-WLUHT,GC,729.585,2431.95
3329-WDIOK,EMEA,46.605,155.35
7980-MHFLQ,APJC,557.76,1859.2
2873-ZLIWT,USA,990.915,3303.05
3415-TAILE,GC,40.305,134.35
0757-WCUUZ,EMEA,1022.73,3409.1
1629-DQQVB,APJC,212.85,709.5
1915-IOFGU,USA,21.15,70.5
3045-XETSH,GC,286.035,953.45
0374-AACSZ,EMEA,15.045,50.15
7239-HZZCX,APJC,5.925,19.75
4872-VXRIL,USA,1099.665,3665.55
9140-CZQZZ,GC,1654.74,5515.8
3423-HHXAO,EMEA,81.6,272
9938-TKDGL,APJC,2000.4,6668
0531-ZZJWQ,USA,1215.72,4052.4
6537-QLGEX,GC,199.32,664.4
2688-BHGOG,EMEA,215.565,718.55
7683-CBDKJ,APJC,281.28,937.6
0946-CLJTI,USA,1743.78,5812.6
3160-TYXLT,GC,764.055,2546.85
1325-USMEC,EMEA,2083.35,6944.5
0916-QOFDP,APJC,403.89,1346.3
0628-CNQRM,USA,463.215,1544.05
5606-AMZBO,GC,229.545,765.15
6199-IPCAO,EMEA,207.765,692.55
7665-TOALD,APJC,20.88,69.6
0112-QWPNC,USA,1217.805,4059.35
0324-BRPCJ,GC,2055.495,6851.65
2777-PHDEI,EMEA,23.415,78.05
5640-CAXOA,APJC,356.115,1187.05
2235-EZAIK,USA,1620.57,5401.9
3847-BAERP,GC,74.1,247
1196-AMORA,EMEA,156,520
4282-YMKNA,APJC,211.98,706.6
1453-RZFON,USA,14.97,49.9
8263-OKETD,GC,411.105,1370.35
0670-KDOMA,EMEA,6.075,20.25
2476-YGEFM,APJC,664.575,2215.25
8687-BAFGU,USA,22.2,74
0641-EVBOJ,GC,64.32,214.4
0829-XXPLX,EMEA,561.345,1871.15
9974-JFBHQ,APJC,1851.36,6171.2
5356-RHIPP,USA,6.06,20.2
6624-JDRDS,GC,48.435,161.45
0608-JDVEC,EMEA,303.96,1013.2
9780-FKVVF,APJC,101.01,336.7
1919-RTPQD,USA,100.095,333.65
5214-NLTIT,GC,1953.54,6511.8
3345-PBBFH,EMEA,118.035,393.45
5055-BRMNE,APJC,2102.85,7009.5
9189-JWSHV,USA,679.215,2264.05
2190-PHBHR,GC,2076.51,6921.7
2650-GYRYL,EMEA,180.075,600.25
0746-JTRFU,APJC,16.905,56.35
5208-FVQKB,USA,1399.245,4664.15
7184-LRUUR,GC,432.54,1441.8
6627-CFOSN,EMEA,1687.11,5623.7
3982-JGSFD,APJC,208.755,695.85
1574-DYCWE,USA,308.625,1028.75
7247-XOZPB,GC,1246.785,4155.95
2466-FCCPT,EMEA,118.68,395.6
6211-WWLTF,APJC,1899.12,6330.4
4826-TZEVA,USA,891.51,2971.7
6016-NXBNJ,GC,191.4,638
9138-EFSMO,EMEA,610.275,2034.25
0576-WNXXC,APJC,753.06,2510.2
4632-XJMEX,USA,1025.85,3419.5
8910-LEDAG,GC,728.205,2427.35
3452-GWUIN,EMEA,528.075,1760.25
2716-GFZOR,APJC,1065.495,3551.65
3724-UCSHY,USA,36.87,122.9
8626-XHBIE,GC,427.26,1424.2
4628-CTTLA,EMEA,633.435,2111.45
3192-LNKRK,APJC,872.985,2909.95
4439-YRNVD,USA,112.2,374
2876-VBBBL,GC,6.075,20.25
6834-NXDCA,EMEA,90.24,300.8
2208-UGTGR,APJC,1674.315,5581.05
3005-TYFRD,USA,1702.995,5676.65
8670-MEFCP,GC,1013.775,3379.25
3079-BCHLN,EMEA,282.885,942.95
7777-UNYHB,APJC,69.72,232.4
5597-GLBUC,USA,25.635,85.45
7278-CKDNC,GC,626.535,2088.45
2748-MYRVK,EMEA,1841.1,6137
8450-UYIBU,APJC,430.38,1434.6
2969-VAPYH,USA,1161,3870
4822-YCXMX,GC,613.035,2043.45
7181-OQCUT,EMEA,664.5,2215
8474-UMLNT,APJC,252.675,842.25
9821-POOTN,USA,772.86,2576.2
3836-FZSDJ,GC,570.3,1901
9142-XMYJH,EMEA,180.48,601.6
6559-ILWKJ,APJC,1054.575,3515.25
0187-QSXOE,USA,181.635,605.45
7733-UDMTP,GC,928.215,3094.05
2649-HWLYB,EMEA,1478.865,4929.55
5214-CHIWJ,APJC,178.515,595.05
4229-CZMLL,USA,140.94,469.8
6904-JLBGY,GC,2530.875,8436.25
2465-BLLEU,EMEA,5.925,19.75
1685-VAYJF,APJC,147.6,492
8874-EJNSR,USA,296.385,987.95
6917-YACBP,GC,1649.07,5496.9
5049-MUBWG,EMEA,572.505,1908.35
4223-WOZCM,APJC,32.13,107.1
0769-MURVM,USA,1372.605,4575.35
9253-VIFJQ,GC,1292.865,4309.55
7030-FZTFM,EMEA,2376.825,7922.75
9741-YLNTD,APJC,156.705,522.35
5917-RYRMG,USA,176.31,587.7
5120-ZBLAI,GC,1162.86,3876.2
1194-BHJYC,EMEA,1133.655,3778.85
3663-MITLP,APJC,437.175,1457.25
0906-QVPMS,USA,2504.835,8349.45
